;;;STATUS OF FIXED PRICE PROJECTS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Month report :;;;;;februar 2016;;Drilling : 2 533 NOK/hour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PM;;ADD new projects at end of list !;;;;;Maritime : 3 119 NOK/hour;;;;;;;;;;;;;;;;2016 INVOICING PLAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016 HOURS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New 2013;2013;Open;Sacha;DP;MODU;Fernvale: Urca/Frade…;220132201; 5106 DP Frade ;;FCST/Prognose ;4.240;1,060 ;250 ;(227);0;(227);833 ;78.6 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;530 ;;;;;;;;;;;;;530 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;250 ;0 ;150 ;100 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;250 ;0 ;;;;;;;;;;50 ;50 ;50 ;100 ;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;530 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;Rest;;1,060 ;250 ;(227);0;(227);833 ;;;530 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;BUDGET/Planlegging;4.233;1,270 ;300 ;(252);0;(252);1,018 ;80.2 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;Fernvale: Urca/Frade…;220132202; 6068 PMS Frade ;;FCST/Prognose ;4.233;1,270 ;300 ;(273);0;(273);997 ;78.5 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;635 ;;;;;;;;;;;;;635 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;300 ;0 ;180 ;120 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;300 ;0 ;;;;;;;;;;60 ;60 ;60 ;120 ;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;635 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;Rest;;1,270 ;300 ;(273);0;(273);997 ;;;635 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;BUDGET/Planlegging;4.233;1,270 ;300 ;(252);0;(252);1,018 ;80.2 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;Fernvale: Urca/Frade…;220132203; 9010 SPT Frade ;;FCST/Prognose ;4.233;1,270 ;300 ;(273);0;(273);997 ;78.5 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;635 ;;;;;;;;;;;;;635 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;300 ;0 ;180 ;120 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;300 ;0 ;;;;;;;;;;60 ;60 ;60 ;120 ;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;635 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;Rest;;1,270 ;300 ;(273);0;(273);997 ;;;635 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;BUDGET/Planlegging;0.994;400 ;170 ;(143);(210);(353);47 ;11.8 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;Fernvale: Urca/Frade…;220132204; 6068 Travel Frade ;;FCST/Prognose ;0.994;400 ;170 ;(155);(210);(365);35 ;8.9 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;200 ;;;;;;;;;;;;;200 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;170 ;0 ;170 ;0 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;170 ;0 ;;;;;;;;;;;;170 ;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;200 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;Rest;;400 ;170 ;(155);(210);(365);35 ;;;200 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;BUDGET/Planlegging;3.600;900 ;250 ;(210);0;(210);690 ;76.7 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;Fernvale: Urca/Frade…;220132301; 5107 DP Bracuhy ;;FCST/Prognose ;3.600;900 ;250 ;(227);0;(227);673 ;74.8 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;450 ;;;;;;;;;;;;;450 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;250 ;0 ;0 ;250 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;250 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;250 ;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;450 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;Rest;;900 ;250 ;(227);0;(227);673 ;;;450 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;BUDGET/Planlegging;3.667;1,100 ;300 ;(252);0;(252);848 ;77.1 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;Fernvale: Urca/Frade…;220132302; 6069 PMS Bracuhy ;;FCST/Prognose ;3.667;1,100 ;300 ;(273);0;(273);827 ;75.2 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;550 ;;;;;;;;;;;;;550 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;300 ;0 ;0 ;300 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;300 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;550 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;Rest;;1,100 ;300 ;(273);0;(273);827 ;;;550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;BUDGET/Planlegging;3.667;1,100 ;300 ;(252);0;(252);848 ;77.1 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;Fernvale: Urca/Frade…;220132303; 9011 SPT Bracuhy ;;FCST/Prognose ;3.667;1,100 ;300 ;(273);0;(273);827 ;75.2 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;550 ;;;;;;;;;;;;;550 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;300 ;0 ;0 ;300 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;300 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;550 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;Rest;;1,100 ;300 ;(273);0;(273);827 ;;;550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;BUDGET/Planlegging;0.994;400 ;170 ;(143);(210);(353);47 ;11.8 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;Fernvale: Urca/Frade…;220132304; 9011 Travel Bracuhy ;;FCST/Prognose ;0.994;400 ;170 ;(143);(210);(353);47 ;11.8 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;200 ;;;;;;;;;;;;;200 ;;;;;;;;;;;;;;;;;ACTUAL & FCST;170 ;0 ;0 ;170 ;0 ;0 ;0 ;0 ;0 ;0.0;9 ;170 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;170 ;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;200 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;Rest;;400 ;170 ;(143);(210);(353);47 ;;;200 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;BUDGET/Planlegging;3.600;900 ;250 ;(210);0;(210);690 ;76.7 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;Fernvale: Urca/Frade…;220132401; 5108 DP Portogalo ;;FCST/Prognose ;3.600;900 ;250 ;(227);0;(227);673 ;74.8 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;450 ;;;;;;;;;;;;;;;;;;;;;;;;;450 ;;;;;ACTUAL & FCST;250 ;0 ;0 ;0 ;250 ;0 ;0 ;0 ;0 ;0.0;0 ;250 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;250 ;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;450 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;Rest;;900 ;250 ;(227);0;(227);673 ;;;450 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;BUDGET/Planlegging;3.667;1,100 ;300 ;(252);0;(252);848 ;77.1 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;Fernvale: Urca/Frade…;220132402; 6070 PMS Portogalo ;;FCST/Prognose ;3.667;1,100 ;300 ;(273);0;(273);827 ;75.2 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;550 ;;;;;;;;;;;;;;;;;;;;;;;;;550 ;;;;;ACTUAL & FCST;300 ;0 ;0 ;0 ;300 ;0 ;0 ;0 ;0 ;0.0;0 ;300 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;550 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;Rest;;1,100 ;300 ;(273);0;(273);827 ;;;550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;BUDGET/Planlegging;3.667;1,100 ;300 ;(252);0;(252);848 ;77.1 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;Fernvale: Urca/Frade…;220132403; 9012 SPT Portogalo ;;FCST/Prognose ;3.667;1,100 ;300 ;(273);0;(273);827 ;75.2 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;550 ;;;;;;;;;;;;;;;;;;;;;;;;;550 ;;;;;ACTUAL & FCST;300 ;0 ;0 ;0 ;300 ;0 ;0 ;0 ;0 ;0.0;0 ;300 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;550 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;Rest;;1,100 ;300 ;(273);0;(273);827 ;;;550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;BUDGET/Planlegging;0.994;400 ;170 ;(143);(210);(353);47 ;11.8 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;Fernvale: Urca/Frade…;220132404; 5108 Travel Portogalo ;;FCST/Prognose ;0.994;400 ;170 ;(155);(210);(365);35 ;8.9 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;200 ;;;;;;;;;;;;;;;;;;;;;;;;;200 ;;;;;ACTUAL & FCST;170 ;0 ;0 ;0 ;170 ;0 ;0 ;0 ;0 ;0.0;0 ;170 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;170 ;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;200 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;Rest;;400 ;170 ;(155);(210);(365);35 ;;;200 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;BUDGET/Planlegging;2.400;600 ;250 ;(210);0;(210);390 ;65.0 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;Fernvale: Urca/Frade…;220132501; 5109 DP Mangaratiba ;;FCST/Prognose ;2.400;600 ;250 ;(227);0;(227);373 ;62.1 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;300 ;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;ACTUAL & FCST;250 ;0 ;0 ;0 ;250 ;0 ;0 ;0 ;0 ;0.0;0 ;250 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;250 ;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;300 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;Rest;;600 ;250 ;(227);0;(227);373 ;;;300 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;BUDGET/Planlegging;2.500;750 ;300 ;(252);0;(252);498 ;66.4 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;Fernvale: Urca/Frade…;220132502; 6071 PMS Mangaratiba ;;FCST/Prognose ;2.500;750 ;300 ;(273);0;(273);477 ;63.6 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;375 ;;;;;;;;;;;;;;;;;;;;;;;;;375 ;;;;;ACTUAL & FCST;300 ;0 ;0 ;0 ;300 ;0 ;0 ;0 ;0 ;0.0;0 ;300 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;375 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;PMS;MODU;;;;;Rest;;750 ;300 ;(273);0;(273);477 ;;;375 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;BUDGET/Planlegging;2.500;750 ;300 ;(252);0;(252);498 ;66.4 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;Fernvale: Urca/Frade…;220132503; 9013 SPT Mangaratiba ;;FCST/Prognose ;2.500;750 ;300 ;(273);0;(273);477 ;63.6 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;375 ;;;;;;;;;;;;;;;;;;;;;;;;;375 ;;;;;ACTUAL & FCST;300 ;0 ;0 ;0 ;300 ;0 ;0 ;0 ;0 ;0.0;0 ;300 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;375 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;SPT;MODU;;;;;Rest;;750 ;300 ;(273);0;(273);477 ;;;375 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;BUDGET/Planlegging;0.994;400 ;170 ;(143);(210);(353);47 ;11.8 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;Fernvale: Urca/Frade…;220132504; 6071 Travel Mangaratiba ;;FCST/Prognose ;0.994;400 ;170 ;(155);(210);(365);35 ;8.9 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;200 ;;;;;;;;;;;;;;;;;;;;;;;;;200 ;;;;;ACTUAL & FCST;170 ;0 ;0 ;0 ;170 ;0 ;0 ;0 ;0 ;0.0;0 ;170 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;170 ;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;ACTUAL;0.000;0 ;;0;0;0;0 ;na;0.0 %;200 ;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Var vs BUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;Travel;MODU;;;;;Rest;;400 ;170 ;(155);(210);(365);35 ;;;200 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;;;Sacha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;;;;;BUDGET/Planlegging;2.400;600 ;250 ;(210);0;(210);390 ;65.0 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUDGET;;;;;;;;;;0.0;;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
New 2013;2013;Open;Sacha;DP;MODU;Fernvale: Urca/Frade…;220132601; 5110 DP Botinas ;;FCST/Prognose ;2.400;600 ;250 ;(227);0;(227);373 ;62.1 %;;;;10-10-10-20-10-20-20;FCST Invoices;0 ;300 ;;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;ACTUAL & FCST;250 ;0 ;0 ;0 ;0 ;250 ;0 ;0 ;0 ;0.0;0 ;250 ;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;250 ;;;;;0
